"languageCode","translationId","languageName","languageNameInEnglish","dialect","homeDomain","title","description","Redistributable","Copyright","UpdateDate","publicationURL","OTbooks","OTchapters","OTverses","NTbooks","NTchapters","NTverses","DCbooks","DCchapters","DCverses","FCBHID","Certified","inScript","swordName","rodCode","textDirection","downloadable","font","shortTitle","PODISBN","script","sourceDate"
"wed","wed-topura","Topura (Wedau)","Wedau","Topura","png.bible","Topura (Wedau) Mark","The Gospel of Mark in the Topura dialect of the Wedau Language of Papua New Guinea","True","Copyright © 2010 Wycliffe Bible Translators, Inc.","2014-12-11","http://png.bible/wed-topura/","0","0","0","1","16","659","0","0","0","WEDTOP","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wedT2010eb","02296","ltr","True","Gentium Plus","Wedau Topura Mark","978-1-5313-0693-9","Latin","2020-10-09"
"wer","wer","Weri","Weri","","png.bible","NGÖNËN PEPEWER","The New Testament in the Weri Language of Papua New Guinea","True","Copyright © 1984 Wycliffe Bible Translators, Inc.","2012-10-23","http://png.bible/wer/","0","0","0","27","260","7898","0","0","0","WERTBL","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wer1984eb","","ltr","True","Gentium","Weri NT","978-1-5313-0694-6","Latin","2020-10-09"
"wib","wib","Toussian, Southern","Toussian, Southern","","ebible.org","wĩn nɩ̀vɩ̀nɩ̀ tirlɛ","toussian du sud: wĩn nɩ̀vɩ̀nɩ̀ tirlɛ New Testament","False","Copyright © 2013 Wycliffe Bible Translators, Inc.","2020-11-30","http://ebible.org/wib/","0","0","0","22","216","6987","0","0","0","WIBWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","wib2013eb","","ltr","True","DejaVu Serif"," Southern Toussian NT","","Arabic","2020-12-01"
"wim","wim","Wik-Mungkan","Wik-Mungkan","","ebible.org","Wik Inangan Kan-Kanam God.antama","The New Testament in the Wik-Mungkan language of Cape York, Australia","True","Copyright © 1984 Wycliffe Bible Translators","2019-05-14","http://ebible.org/wim/","0","0","0","27","260","7705","0","0","0","WIMWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wim1984eb","","ltr","True","Gentium","Wik-Mungkan NT","","Latin","2019-02-18"
"wiu","wiu","Witu","Wiru","","png.bible","Weneya Totono Keraisu Yesunomo","The New Testament in the Witu Language (also known as the Wiru Language) of Papua New Guinea","True","Copyright © 1990, 1992 Wycliffe Bible Translators, Inc.","2012-11-26","http://png.bible/wiu/","0","0","0","27","260","7817","0","0","0","WIUTBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wiu1992eb","","ltr","True","Gentium","Witu NT","978-1-5313-0695-3","Latin","2012-11-26"
"wiv","wiv","Pole Vitu","Vitu","Vitu","png.bible","Kalohua Kemi ke Iesus na Polea Vitu","The New Testament in the Vitu language of Papua New Guinea","True","Copyright © 2019 Wyclif e Bijbelvertalers Nederland","2022-08-19","http://png.bible/wiv/","0","0","0","27","260","7927","0","0","0","WIVWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wiv2019eb","","ltr","True","DejaVu Serif","Vitu NT","","Latin","2021-02-19"
"wlg","wlg","Kunbarlang","Kunbarlang","","ebible.org","Kunbarlang Christmas Story","Part of Luke 2 in the Kunbarlang language of Australia","True","Copyright © 2021 Wycliffe Bible Translators","2021-11-23","http://ebible.org/wlg/","0","0","0","1","1","5","0","0","0","WLGWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wlg2021eb","","ltr","True","DejaVu Serif","Kunbarlang Christmas Story","","Latin","2021-11-24"
"wmt","wmt","Walmajarri","Walmajarri","","ebible.org","Wangki Wulyu Jirrkirlikanujuwal","Portions of the Holy Bible in the Walmajarri language of Australia","True","Copyright © 1985 Wycliffe Bible Translators","2019-05-14","http://ebible.org/wmt/","9","98","148","8","51","1001","0","0","0","WMTWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wmt1985eb","","ltr","True","DejaVu Serif","Walmajarri Bible","","Latin","2016-07-26"
"wmw","wmw","Mwani","Mwani","","ebible.org","Habari Ngema","New Testament in Mwani","True","Copyright © 2013 Wycliffe Bible Translators, Inc.","2016-06-30","http://ebible.org/wmw/","0","0","0","27","260","7959","0","0","0","WMWWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wmw2013eb","","ltr","True","Gentium","Mwani NT","978-1-5313-0696-0","Latin","2015-03-18"
"wnc","wnc","Wantoat","Wantoat","","png.bible","Anututane Wam Kwikwiu Kayuk Kaknga Jesu Kraisda Takepbut Taknga Anin gatu Sam Kuupbam Lotutane Kap Taknga","The New Testament and Psalms in the Wantoat Language of Papua New Guinea","True","Copyright © 1975, 2001 The Bible Society of Papua New Guinea","2012-10-23","http://png.bible/wnc/","1","150","2461","27","260","7795","0","0","0","WNCPNG","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wnc2001eb","","ltr","True","Gentium","Wantoat NT","978-1-5313-0697-7","Latin","2011-08-16"
"wnu","wnu","Usan","Usan","","png.bible","Qenu Qob Uber","New Testament  in the Usan Language of Papua New Guinea","True","Copyright © 2001 The Bible Society of Papua New Guinea","2012-11-26","http://png.bible/wnu/","0","0","0","27","260","7722","0","0","0","WNUPNG","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wnu2001eb","","ltr","True","Gentium","Usan NT","978-1-5313-0698-4","Latin","2012-11-27"
"wob","wob","Wè Northern","Wè Northern","","ebible.org","DBƐƐDƐ DEE‑","Wè Northern: DBƐƐDƐ DEE‑ New Testament+","False","Copyright © 2010 Wycliffe Bible Translators, Inc.","2020-12-01","http://ebible.org/wob/","0","0","0","27","260","7928","0","0","0","WOBWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","wob2010eb","","ltr","True","DejaVu Serif","Wè Northern NT","","Latin","2020-12-02"
"wol","wol2010","Wolof","Wolof","Regional Wolof","ebible.org","Téereb Injiil","The New Testament in Wolof, 2010 version.","True","Copyright © 2010 La Mission Baptiste du Sénégal","2020-07-09","http://ebible.org/wol2010/","0","0","0","27","260","7918","0","0","0","WOLINJ","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wol2010eb","","ltr","True","DejaVu Serif","Wolof NT 2010","","Latin","2020-07-11"
"wol","wolKYG","Wolof","Wolof","Regional Wolof","ebible.org","Kàddug Yàlla gi","Wolof Bible 2020 revision.","True","Copyright © 2010, 2020 La Mission Baptiste du Sénégal","2020-07-22","http://ebible.org/wolKYG/","35","819","20147","21","188","5192","0","0","0","WOLKYG","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wol2020KYGeb","","ltr","True","DejaVu Serif","Wolof Bible 2020","","Latin","2020-07-23"
"wos","wos","Hanga Hundi","Hanga Hundi","","png.bible","Godna Hundi","The New Testament and Jonah in the Hanga Hundi language of Papua New Guinea","True","Copyright © 1997 Wycliffe Bible Translators, Inc.","2013-02-02","http://png.bible/wos/","1","4","48","27","260","7816","0","0","0","WOSWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wos1997eb","","ltr","True","Gentium","Hanga Hundi Bible","978-1-5313-0699-1","Latin","2013-02-02"
"wrk","wrk","Garrwa","Garrwa","","ebible.org","Shorter New Testament","The Shorter New Testament in the Garrwa language of Australia","True","Copyright © 1983 Wycliffe Bible Translators, Inc.","2021-11-12","http://ebible.org/wrk/","0","0","0","22","169","4856","0","0","0","WRKWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wrk1983eb","","ltr","True","DejaVu Serif","Garrwa Shorter New Testament","","Latin","2019-08-12"
"wro","wro","Worrorra","Worrorra","","ebible.org","Worrorra Mark & Luke","The Gospels According to Mark and Luke in the Worrorra language of Australia","True","public domain","2019-05-16","http://ebible.org/wro/","0","0","0","2","40","1829","0","0","0","WROBFB","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wro1943eb","","ltr","True","DejaVu Serif","Worrorra Mark and Luke","","Latin","2021-11-30"
"wrs","wrs","Walsa/Waris","Waris","","png.bible","Sesoana Besal Nemelmoa Walsana Moana","Genesis, Ruth, Jonah, and The New Testament in the Waris Language, also called the Walsa Language, of Papua New Guinea","True","Copyright © 2002 The Bible Society of Papua New Guinea","2020-04-23","http://png.bible/wrs/","3","58","1586","27","260","7400","0","0","0","WRSPNG","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wrs2002eb","","ltr","True","Gentium","Waris Bible","978-1-5313-0703-5","Latin","2020-04-24"
"wsk","wsk","Waskia","Waskia","","png.bible","KAEM KO DEN","The New Testament and portions of the Old Testament in the Waskia Language of Papua New Guinea","True","Copyright © 1985, 2011, 2014 The Bible Society of Papua New Guinea","2016-11-07","http://png.bible/wsk/","11","271","5635","27","260","7953","0","0","0","WSKPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wsk2014eb","","ltr","True","Gentium","Waskia Bible","978-1-5313-0704-2","Latin","2020-10-09"
"wuv","wuv","Wuvalu-Aua","Wuvalu-Aua","","png.bible","Wuvulu Manufau Fi'ugaia","The New Testament in the Wuvalu-Aua Language of Papua New Guinea","True","Copyright © 2004 Wycliffe Bible Translators, Inc.","2012-11-26","http://png.bible/wuv/","0","0","0","27","260","7941","0","0","0","WUVWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","wuv2004eb","","ltr","True","Gentium Plus","Wuvalu-Aua NT","978-1-5313-0705-9","Latin","2023-08-18"
"xav","xavNT","Xavánte","Xavánte","","ebible.org","'Re ĩhâimana u'âsi mono zadawa wasu'u","New Testament in Xavánte (BR:xav:Xavánte)","True","Copyright © 2004 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/xavNT/","0","0","0","27","260","7428","0","0","0","XAVTBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xav2004eb","","ltr","True","Gentium","Xavánte NT","978-1-5313-0706-6","Latin","2014-05-01"
"xbi","xbi-w","Kombio Wampukuamp","Kombio","Wampukuamp","png.bible","Kombio Wampukuamp Bible Portions","Selected Scripture Portions in the Wampukuamp Dialect of the Kombio Language of Papua New Guinea","True","Copyright © 2000 Wycliffe Bible Translators, Inc.","2013-08-21","http://png.bible/xbi-w/","1","4","45","3","36","1135","0","0","0","XBIWAM","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xbiW2000eb","","ltr","True","Gentium","Kombio Wampukuamp Bible","978-1-5313-0707-3","Latin","2020-10-09"
"xbi","xbi-y","Kombio Yanimoi","Kombio","Yanimoi","png.bible","Kombio Yanimoi Bible Portions","Selected Scriptures in the Yanimoi Dialect of the Kombio Language of Papua New Guinea","True","Copyright © 2002 Wycliffe Bible Translators, Inc.","2013-08-21","http://png.bible/xbi-y/","3","14","145","3","36","1132","0","0","0","XBIYAN","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xbiY2002eb","","ltr","True","Gentium","Kombio Yanimoi Bible","978-1-5313-0708-0","Latin","2020-10-09"
"xed","xed","Hdi","Hdi","","ebible.org","Deftera Lfiɗa Dzratawi","New Testament in Hdi","True","Copyright © 2013 Wycliffe Bible Translators, Inc.","2015-03-17","http://ebible.org/xed/","0","0","0","27","260","7949","0","0","0","XEDWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xed2013eb","","ltr","True","Gentium","Hdi NT","978-1-5313-0709-7","Latin","2015-03-18"
"xla","xla","Kamula","Kamula","","png.bible","Ka꞉dle Yu","Genesis, Exodus, Jonah, and the New Testament in the Kamula language of Papua New Guinea","True","Copyright © 2005 The Bible Society of Papua New Guinea","2012-01-20","http://png.bible/xla/","3","77","1995","27","260","7714","0","0","0","XLAPNG","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xla2005eb","","ltr","True","Gentium Plus","Kamula Bible","978-1-5313-0710-3","Latin","2020-10-09"
"xnj","xnj","Chingoni","Ngoni","","ebible.org","Ngoni Bible Version Translation Project","The New Testament in the Ngoni language of Tanzania","True","Copyright © 2020 The Word for the World International","2023-04-13","http://ebible.org/xnj/","0","0","0","27","260","7959","0","0","0","XNJTWF","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xnj2020eb","","ltr","True","DejaVu Serif","Ngoni NT","","Latin","2023-04-14"
"xnn","xnn","Kankanay, Northern","Kankanay, Northern","","ebible.org","Kalin Apo Dios","New Testament in Kankanay, Northern","True","Copyright © 1984 Wycliffe Bible Translators, Inc.","2018-04-23","http://ebible.org/xnn/","0","0","0","27","260","7779","0","0","0","XNNWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xnn1984eb","","ltr","True","Gentium","New Testament in Kankanay, Northern","978-1-5313-0711-0","Latin","2015-09-11"
"xon","xon","Konkomba","Konkomba","","ebible.org","Uwumbɔr aagbaŋ","Bible without Deuterocanon in Konkomba","True","Copyright © 2014 Wycliffe Bible Translators, Inc.","2015-03-17","http://ebible.org/xon/","0","0","0","27","260","7904","0","0","0","XONWBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xon2014eb","","ltr","True","Gentium","Konkomba","978-1-5313-0712-7","Latin","2015-03-18"
"xrb","xrb","Eastern Karaboro","Eastern Karaboro","","ebible.org","YÃHÃ NAAMBIYÃRFÃN SABA","Karaboro, Eastern: YÃHÃ NAAMBIYÃRFÃN SABA New Testament","False","Copyright © 1993 Wycliffe Bible Translators, Inc.","2020-11-17","http://ebible.org/xrb/","0","0","0","27","260","7925","0","0","0","XRBWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","xrb1993eb","","ltr","True","DejaVu Serif","Karaboro, Eastern: YÃHÃ NAAMBIYÃRFÃN SABA New Testament","","Latin","2020-11-17"
"xsb","xsb","Sambal","Sambal","","ebible.org","Tina Sambal","Sambal: Tina Sambal (New Testament)","False","Copyright © 1999 Wycliffe Bible Translators, Inc.","2020-11-30","http://ebible.org/xsb/","0","0","0","27","260","7956","0","0","0","XSBWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","xsb1999eb","01985","ltr","True","DejaVu Serif","Tina Sambal NT","","Latin","2020-12-01"
"xsi","xsi","Sio","Sio","","png.bible","MARO KINDENI KAWA ŊGUA","The New Testament and Psalms in the Sio Language of Papua New Guinea","True","Copyright © 1995 Wycliffe Bible Translators","2013-02-09","http://png.bible/xsi/","1","150","2441","27","260","7906","0","0","0","XSIWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xsi1995eb","","ltr","True","DejaVu Serif","Sio NT + Psalms","","Latin","2013-02-09"
"xsm","xsm","Kasem","Kasem","","ebible.org","Wɛ Tɔnɔ dɩ kasɩm","Kasem (Kassem): Wɛ Tɔnɔ dɩ kasɩm New Testament","False","Copyright © 1997 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/xsm/","0","0","0","27","260","7911","0","0","0","XSMWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","xsm1997eb","","ltr","True","DejaVu Serif","Kasem NT","","Latin","2020-11-19"
"xsr","xsr","Sherpa","Sherpa","","ebible.org","कोन्छ्‌योककी सुङ","Sherpa: कोन्छ्‌योककी सुङ New Testament","False","Copyright © 2014 Wycliffe Bible Translators, Inc.","2020-11-30","http://ebible.org/xsr/","0","0","0","27","260","7946","0","0","0","XSRWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","xsr2014eb","","ltr","True","Akshar Unicode","Sherpa NT","","Latin","2020-12-01"
"xtc","xtc","Katcha-Kadugli-Miri","Katcha-Kadugli-Miri","","ebible.org","Katcha","Katcha-Kadugli-Miri: Katcha (Old Testament)","False","Copyright © 2020 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/xtc/","2","8","133","27","260","7959","0","0","0","XTCWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","xtc2020eb","01973","ltr","True","DejaVu Serif","Katcha OT","","Latin","2020-11-19"
"xtd","xtdNT","Mixtec, Diuxi-tilantongo","Mixtec, Diuxi-tilantongo","","ebible.org","Tnuʼu vaʼa tnuʼu Jesucristo","New Testament in Mixtec, Diuxi-tilantongo (MX:xtd:Mixtec, Diuxi-tilantongo)","True","Copyright © 2001 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/xtdNT/","0","0","0","27","260","7892","0","0","0","XTDTBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xtd2001eb","","ltr","True","Gentium Plus","Diuxi-tilantongo Mixtec NT","978-1-5313-0714-1","Latin","2014-04-30"
"xtm","xtmNTpp","Mixtec, Magdalena Peñasco","Mixtec, Magdalena Peñasco","","ebible.org","Tnu'u vii tnu'u va'a Su'si ma","New Testament, Psalms and Proverbs in Mixtec, Magdalena Peñasco (MX:xtm:Mixtec, Magdalena Peñasco)","True","Copyright © 2013 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/xtmNTpp/","0","0","0","27","260","7955","0","0","0","XTMWBT","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","xtm2013eb","","ltr","True","Gentium Plus","Magdalena Peñasco Mixtec Bible","978-1-5313-0715-8","Latin","2014-04-30"
"xtn","xtn","Mixtec, Northern Tlaxiaco","Mixtec, Northern Tlaxiaco","","ebible.org","Tutu ii - Kaꞌan ia Dios nuu ndiꞌi ñayiu","Mixtec, Northern Tlaxiaco: Tutu ii - Kaꞌan ia Dios nuu ndiꞌi ñayiu New Testament+","False","Copyright © 2016 Wycliffe Bible Translators, Inc.","2020-11-30","http://ebible.org/xtn/","11","331","7062","27","260","7958","0","0","0","XTNWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","xtn2016eb","","ltr","True","DejaVu Serif","Northern Tlaxiaco Mixtec Bible","","Latin","2020-12-03"
"xuo","xuo","Kuo","Kuo","","ebible.org","Mbeɗe sáka kuni fie","New Testament in Kuo","False","Copyright © 2013 Wycliffe Bible Translators, Inc.","2020-11-18","http://ebible.org/xuo/","0","0","0","27","260","7912","0","0","0","XUOWBT","False","http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A","xuo2013eb","","ltr","True","DejaVu Serif","Kuo NT","","Latin","2020-11-19"
"yaa","yaaNT","Yaminahua","Yaminahua","","ebible.org","Niospa meka fena Jesucristoõnoa","New Testament in Yaminahua (PE:yaa:Yaminahua)","True","Copyright © 2008 Wycliffe Bible Translators, Inc.","2018-11-16","http://ebible.org/yaaNT/","0","0","0","27","260","7662","0","0","0","YAATBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","yaa2008eb","","ltr","True","Gentium","Yaminahua NT","978-1-5313-0716-5","Latin","2014-05-01"
"yad","yadNT","Yagua","Yagua","","ebible.org","Ju̱denu jto̱ nijya̱nvamyu","New Testament in Yagua (PE:yad:Yagua)","True","Copyright © 2008 Wycliffe Bible Translators, Inc.","2014-04-30","http://ebible.org/yadNT/","0","0","0","27","260","7468","0","0","0","YADTBL","False","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","yad2008eb","","ltr","True","Gentium","Yagua NT","978-1-5313-0717-2","Latin","2014-05-01"
"yal","yal","Yalunka","Yalunka","","ebible.org","Kisin Kiraan Kitabuna","The Holy Bible in the Yalunka language of Guinea.","True","Copyright © 2012 Pioneer Bible Translators","2022-06-21","http://ebible.org/yal/","39","929","23213","27","260","7955","0","0","0","YALPBT","True","http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A","yal2012eb","","ltr","True","Gentium","Yalunka Bible","978-1-5313-0718-9","Latin","2019-12-30"
